,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Caney Creek High School, TEA:, Conroe, Jeremy Rehbein,AAAAA,Varsity ,2018,134218,1,1,1,1,1,1,1,1,B, Burma Patrol (King/Swearingen), English Country Settings  (La Plante), La Madre de los Gatos  (Beck),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
1, 100-Concert Band, Caney Creek High School, TEA:, Conroe, Stephen Kloesel,AAAAA,Non-Varsity ,2018,136584,1,1,1,1,1,1,1,1,C, The Crown of Castile (Johnnie Vinson), New Horizons  (Corrigan), Sparks  (Balmages),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
2, 100-Concert Band, Cleveland High School, TEA:, Cleveland," Kaila Spoonemore / Kristy Jones, Alicia Diosdado, Danny Diosdado",AAAA,Non-Varsity ,2018,133664,1,2,1,1,1,2,1,1,C, Kiefer's Special (William Kiefer), Abracadabra (Frank Ticheli), La Madre De Los Gatos (Brian Beck),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
3, 100-Concert Band, Cleveland High School, TEA:, Cleveland," Kristy Jones / Danny Diosdado, Alicia Diosdado, Kaila Spoonemore",AAAA,Varsity ,2018,133172,1,1,1,1,1,1,1,1,A, Rolling Thunder (Fillmore), The Hounds of Spring (Reed), Molly on The Shore (Grainger/Rogers),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
4, 100-Concert Band, Cleveland Middle School, TEA:, Cleveland," Alicia Diosdado / Danny Diosdado, Kristy Jones, Kaila Spoonemore",CCC,Non-Varsity ,2018,133648,2,1,1,1,2,2,2,2,2, Brandy Station March (Edmondson), Ming Court  (Pitter), Fortis  (Gazlay),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
5, 100-Concert Band, Cleveland Middle School, TEA:, Cleveland," Danny Diosdado / Alicia Diosdado, Kristy Jones, Kaila Spoonemore",CCC,Varsity ,2018,133649,1,2,2,2,3,3,3,3, , Valley Forge (King/Swearingen), Joy  (Ticheli), Fireball!  (Beck),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
6, 100-Concert Band, Coldspring-Oakhurst HS, TEA:, Coldspring," Trent Graves / Suzanne Beavers, Isabel Talley",AAA,Varsity ,2018,136242,2,2,2,2,1,1,1,1,1, The Melody Shop (Karl L. King / Andrew Glover), Voices of the Sky  (Hazo), Foundry  (Mackey),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
7, 100-Concert Band, Huntsville HS, TEA:, Huntsville, Andy Twiss,AAAAA,Sub Non-Varsity A,2018,136348,2,2,2,2,2,4,3,3, , Monterey March (King), The Harmonious Blacksmith  (Handel/Osterling), A Sailor's Odyssey  (Bobrowitz),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
8, 100-Concert Band, Huntsville HS, TEA:, Huntsville, David Holland,AAAAA,Non-Varsity ,2018,136346,1,1,2,1,1,1,1,1,C, Burma Patrol (King), Polly Oliver  (Root), Brave Spirit  (Standridge),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
9, 100-Concert Band, Huntsville HS, TEA:, Huntsville," John Green / David Holland, Andy Twiss",AAAAA,Sub Non-Varsity B,2018,136373,2,1,2,2,2,3,2,2, , Honor Roll March (Willams), La Rejouissance  (Handel/Williams), Night Fury  (Chambers),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
10, 100-Concert Band, Klein Cain High School, TEA:, Houston, David McGrath,AAAAA,Non-Varsity A,2018,138692,1,1,1,1,1,1,1,1,C, British Eighth (Zo Elliot), Mock Morris  (Grainger/Simpson/MMP/Kreines/Lud/Perna), Sun Dance  (Ticheli),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
11, 100-Concert Band, Klein Cain High School, TEA:, Houston, David McGrath / Ms. Kelsey Bradberry,AAAAA,Sub Non-Varsity A,2018,138754,1,1,1,1,2,2,2,2,2, Marching Song  (Holst/Moss), Rippling Watercolors  (Balmages), Flight of Eagles  (Del Borgo),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
12, 100-Concert Band, Lincoln Jr. High School, TEA:, Coldspring," Isabel Talley / Suzanne Beavers, Trent Graves",C,Non-Varsity ,2018,138546,2,3,2,2,2,2,2,2, , Battle Creek March (Williams), Atlantis  (McGinty), Dance Celebration  (Smith),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
13, 100-Concert Band, Lincoln Jr. High School, TEA:, Coldspring," Suzanne Beavers / Trent Graves, Isabel Talley",C,Varsity ,2018,138545,2,2,1,2,2,1,1,1,2, Winchester March  (John Edmondson), Big Sky Round-Up  (Sheldon), Mythos  (Bernotas),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
14, 100-Concert Band, Magnolia High School, TEA:, Magnolia," Patrick Beavers / Anthony Jackson, Robert Medina",AAAAA,Non-Varsity ,2018,137157,1,1,1,1,1,1,1,1,C, Excelsior! (Owens), Two British Folk Songs (Del Borgo), Into The Arctic (Balmages),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
15, 100-Concert Band, Magnolia High School, TEA:, Magnolia," Robert / Patrick Beavers, Anthony Jackson",AAAAA,Sub Non-Varsity ,2018,134327,1,1,1,1,2,2,2,2,2, Captain Dane March (William Owens), Ming Court  (Pitter), Danza de Espana  (Chambers),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
16, 100-Concert Band, Magnolia West High School, TEA:, Magnolia, Jack McQueen / Mike Wilson; Tai Livingston,CCC,Non-Varsity ,2018,138651,2,2,2,2,2,2,2,2, , Winchester March (John Edmondson), Appalachian Morning  (Sheldon), Blue Ridge Saga  (Swearingen),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
17, 100-Concert Band, New Waverly High School, TEA:, New Waverly, Stephanie Wlodkowski,AAA,Non-Varsity ,2018,133291,2,2,2,2,1,1,1,1,2, Storm Mountain Jubilee  (Strommen), Russian Sailor's Dance  (Gliere/Williams), Captain Dane March (Owens),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
18, 100-Concert Band, Shepherd High School, TEA:, Shepherd, Geary Forbes,AAAA,Varsity ,2018,137465,5,5,5,5,4,4,4,4, , Songs Of The Whalemen  (Del Borgo), Procession of The Sardar  (Ippolikov-Ivanov/Custer), St. Petersburg March (Jonny Vinson),DATE of EVENT 04/17/2018 ,Region: 9,1. GRANT MCWILLIAMS,2. TAMMY FEDYNICH,3. JOE GLASS,1. ERIC RETTIG,2. MICHAEL OUELLETTE,3. BARBARA LAMBRECHT
