,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Bryan Adams High School, TEA:, Dallas, Dolores Perkins,AAAAA,Varsity ,2016,116270,2,1,1,1,2,3,2,2,1," The BillBoard March (Klohr, John N.)", English Country Settings  (La Plante/ ), Procession of The Sardar  (Ippolikov-Ivanov/Custer),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
1, 100-Concert Band, Conrad High School, TEA:, Dallas, Tyrone Jones,AAAAA,Non-Varsity ,2016,115282,4,4,4,4,3,3,3,3, , Hosts Of Freedom March (Karl L. King), A Hymn for Band  (Stuart/ ), Prelude and Fugue in Bb Major  (Bach/Moehlmann),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
2, 100-Concert Band, David W. Carter HS, TEA:, Dallas, Christopher Young,AAAA,Varsity ,2016,115214,2,3,2,2,2,3,2,2, , National Emblem (Bagley/Gore), Adagio Cantabile (from Sonata Pathetique)  (Beethoven/Daehn), Irish Air and Dance  (Story/ ),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
3, 100-Concert Band, Ennis High School, TEA:, Ennis, Gary Goodwin,AAAAA,Varsity ,2016,116326,1,1,1,1,1,2,2,2,1, Entry March of the Boyars (Halvorsen/Fennell), Overture (from Italian in Algiers)  (Rossini/Cailliet/Patterson), A Jubilant Overture  (Reed),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
4, 100-Concert Band, Ennis High School, TEA:, Ennis, Madison Fredrick,AAAAA,Non-Varsity A,2016,116185,1,1,1,1,1,1,2,1,C, Military Escort (Bennett/Fennell), Appalachian Morning  (Sheldon/ ), Fantasy on a Fiddle Tune  (LaPlante/ ),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
5, 100-Concert Band, Ferris High School, TEA:, Ferris," Gerardo Loya / Jennifer Kofahl, Sevy DeLeon, Marshall Gonzales",AAAA,Non-Varsity ,2016,116263,2,2,3,2,3,2,2,2, , March of the Royal Guard (David Gorham), Corps of Discovery  (Owens/ ), Shepherd's Hey  (Traditional/Roszell),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
6, 100-Concert Band, Ferris High School, TEA:, Ferris," Jennifer Kofahl / Gerardo Loya, Sevy DeLeon, Marshall Gonzales",AAAA,Varsity ,2016,116279,1,2,2,2,2,1,2,2, , Free World March (Karl King/Swearingen), With Quiet Courage (Daehn), Foundry (Mackey),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
7, 100-Concert Band, H. Grady Spruce High School, TEA:, Dallas, Matthew Sheppard,AAAAA,Non-Varsity ,2016,113103,4,4,5,4,4,4,4,4, , Toccata for Band  (Erickson/ ), Reflections  (Swearingen/ ), Hosts of Freedom (King/Paynter),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers,
8, 100-Concert Band, Hillcrest High School, TEA:, Dallas," Adam Brian Smith / Scott Anderson, James Aliff and Alan Green", Acc:none,AAAAA,Varsity ,2016,107609,2,2,2,2,4,3,4,4, , Alamo March (King/Swearingen), A Quiet Music (Wagner/ ), Spoon River (Granger/Sheldon),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers
9, 100-Concert Band, James Madison High School, TEA:, Dallas, Herbers Sanders / n/a, Acc:n/a,AAAA,Non-Varsity ,2016,106704,2,2,2,2,3,4,3,3, , Pinnacle of Distinction March (Larry Clark), Shepherd's Hey  (Traditional/Roszell), Pinnacle  (Grice/ ),DATE of EVENT 04/12/2016 ,Region: 20,1. Chris Brown,2. Joe Dolkos,3. Van Henry,1. Scott Rhame,2. Bob Parsons,3. Jim Childers
