,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Anna Middle School, TEA:, Anna," Greg Perkins / Curtis McCarthy, Chris Burk",CC,Varsity ,2013,84421,2,1,1,1,2,2,2,2,2, Winchester March (John Edmondson), Barbarossa (William Himes), Serengeti Dreams (Robert W. Smith),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
1, 100-Concert Band, Celina Middle School, TEA:, Celina," Leah Cobb / Russ Rutherford, Corey Gilmore",CC,Varsity ,2013,83824,1,2,1,1,3,1,2,2,2, Valley Forge March (Edmondson), Atlantis  (McGinty/ ), Adrenaline Engines  (Standridge/ ),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
2, 100-Concert Band, Clark Junior High School, TEA:, Princeton, Jason Webb / Taylor Hutcheson,CC,Non-Varsity ,2013,82163,1,1,1,1,2,1,1,1,D, Infinity (Curnow), Cahokia  (Spears), Pinnacle  (Grice),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
3, 100-Concert Band, Clark Junior High, TEA:, Princeton, Taylor Hutcheson / Jason Webb,CC,Varsity ,2013,83788,1,1,1,1,1,1,1,1,C, March of the Hyperion Robots (Richard L. Saucedo), Shepherd's Hey  (Roszell/ )," Moscow, 1941  (Balmages/ )",DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
4, 100-Concert Band, Community Middle School, TEA:, Nevada, Liz Grant / Ross Grant,C,Varsity ,2013,81534,1,1,1,1,1,2,2,2,2, Winchester March (Edmondson), Atlantis  (McGinty/ ), Contempo  (Story/ ),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
5, 100-Concert Band, Farmersville Junior High School, TEA:, Farmersvillle, Jayme Smith / Scott Cross,C,Varsity ,2013,84025,1,1,2,1,1,1,1,1,C, The Band in the Square on the Fourth of July  (LaPlante/ ), Dance Celebration  (Smith/ ), Magna Carta March (Edmondson),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
6, 100-Concert Band, Gunter Middle School, TEA:, Gunter, Justin Wallis,C,Varsity ,2013,82840,1,1,1,1,2,2,2,2,2, Summit March (Clark), Cahokia  (Spears/ ), Nottingham Castle (Daehn/ ),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
7, 100-Concert Band, Howe Middle School, TEA:, Howe, Michael Marsh / Julie Cook,C,Varsity ,2013,83169,1,1,1,1,1,1,1,1,C, Brandy Station March (John Edmondson), Corps of Discovery (William Owens), The Steppes of Russia (Elliot Del Borgo),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
8, 100-Concert Band, L.H. Rather Middle School, TEA:, Bonham," Stephen Morgan / Blake Edmondson, Dave Bradley",CC,Varsity ,2013,84216,2,2,2,2,2,3,2,2, , Atlantis  (McGinty/ ), Colliding Visions  (Balmages/ ), March of the Scots Guards (Foster),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
9, 100-Concert Band, Leonard Junior High School, TEA:, Leonard, Beverly Davis,C,Varsity ,2013,85297,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Engineer's Castle (Herring), Court Festival (Pearson), Stratosphere (Beckham),DATE of EVENT 04/09/2013 ,Region: 25,1. Keith Bearden,2. Steven Moore,3. Daryl Trent,1. Mike Brady,2. Ken McLellan,3. George Strickland
