,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Argyle High School, TEA:, Argyle, Kathy Johnson / Michael Lemish,AAA,Non-Varsity ,2011,66609,1,1,1,1,1,1,1,1,C, In Heaven's Air  (Hazo), Dancing at Stonehenge  (Suter), La Fiesta Brava (Edmondson),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
1, 100-Concert Band, Argyle High School, TEA:, Argyle, Kathy Johnson / Michael Lemish,AAA,Varsity ,2011,66608,1,1,1,1,1,1,1,1,A, Salvation is Created  (Tschesnokoff/Houseknecht)," Armenian Dances, Set I  (Reed)", Commando March (Barber/Collinsworth),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
2, 100-Concert Band, Aubrey High School, TEA:, Aubrey," Ron Chapman / Chris Davis, Preston Pierce",AAA,Varsity ,2011,63335,1,3,2,2,1,1,1,1,1, March: from Second Suite in F  (Holst / Matthews), Cradlesong  (Barton),  Arabian Dances  (Balmages),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
3, 100-Concert Band, Azle High School, TEA:, Azle, Kevin Feldser,AAAA,Sub Non-Varsity ,2011,62653,3,2,3,3,3,3,3,3, , Joy  (Ticheli), Flight of Eagles  (Del Borgo), Coast Guards March (King/Swearingen),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
4, 100-Concert Band, Central High School, TEA:, Keller," Jeff Villarreal / Brad Allen, Kevin McNulty",AAAAA,Sub Non-Varsity ,2011,66706,1,1,2,1,2,2,2,2,2, An Irish Interlude  (Barker), Abracadabra  (Ticheli), March of the Belgian Paratroopers (Leemans/Swearingen),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
5, 100-Concert Band, Denton High School, TEA:, Denton, Brian Wilson / Bob Brannock,AAAA,Non-Varsity ,2011,67385,3,3,3,3,3,3,4,3, , Sinfonia VI: The Four Elements  (Broege), Songs of Heritage  (Williams), Good Morning March (Smith),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
6, 100-Concert Band, Fossil Ridge High School, TEA:, Keller, Al Paulson / Mike Sisco / Chad Mason,AAAAA,Sub Non-Varsity B,2011,64564,3,1,2,2,1,2,1,1,2, March: Bonnie Annie Laurie (Sousa/Thurston), Blue Ridge Saga  (Swearingen), Abracadabra  (Ticheli),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
7, 100-Concert Band, Gainesville High School, TEA:, Gainesville," Taylor Kami / David Weilby, Jay Thompson", Acc:None,AAA,Varsity ,2011,67214,3,3,4,3,2,2,2,2, , Alamo March  (Karl King/James Swearingen), Deir in De  (Anon. or Trad./Barker), Blue Ridge Saga  (Swearingen),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels
8, 100-Concert Band, Keller High School, TEA:, Keller, Darla Turner,AAAAA,Sub Non-Varsity B,2011,67597,1,1,1,1,1,1,1,1,C, Sinfonia VI: The Four Elements  (Broege), Crest of Nobility  (Sheldon), Newcastle March (Vinson),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
9, 100-Concert Band, Keller High School, TEA:, Keller, Mike Pickrell,AAAAA,Sub Non-Varsity A,2011,66677,1,1,1,1,1,1,1,1,C, El Relicario (Padilla), Country Gardens  (Grainger/Sousa/Brion/Schissel), Toccata for Band  (Erickson),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
10, 100-Concert Band, Northwest High School, TEA:, Justin, Darrell McCown,AAAAA,Sub Non-Varsity ,2011,67089,2,2,3,2,2,1,2,2, , Allied Honor Concert March (King/Swearingen), Brookshire Suite  (Barnes), Canterbury Walk  (Strommen),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
11, 100-Concert Band, Ryan High School, TEA:, Denton, Lee Smith,AAAA,Non-Varsity ,2011,65441,2,2,2,2,4,3,2,3, , Variations on Scarborough Fair  (Custer), Sinfonia VI: The Four Elements  (Broege), Belle of Chicago (Sousa),DATE of EVENT 04/12/2011 ,Region: 2,1. Tom SoRelle - Lubbock,2. Jim McDaniel - Carrollton,3. Tom Shine - Duncanville,1. James McNair - Fort Worth,2. Larry Barton - Burleson,3. Mary Ellen Cavitt - New Braunfels,
