,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Caddo Mills High School, TEA:, Caddo Mills, Arthur Galope / Cassy Chappell,AA,Varsity ,2012,69937,1,1,2,1,1,1,1,1,A, Songs Of The Whalemen  (Del Borgo/ ), Our Kingsland Spring  (Hazo/ ), The Chimes of Liberty (Goldman/Custer),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
1, 100-Concert Band, Canton H.S., TEA:, Canton, Mike Bartley,AAA,Non-Varsity ,2012,70036,1,1,1,1,1,1,1,1,C, The University of North Dakota (K. L. King), Voices of the Sky  (Hazo/ ), Overture for Winds  (Carter/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
2, 100-Concert Band, Canton High School, TEA:, Canton, Rob Toups,AAA,Varsity ,2012,70034,1,1,1,1,1,1,1,1,A, O Magnum Mysterium  (Lauridsen/Reynolds), Angels in the Architecture  (Ticheli/ ), The Klaxon march (Fillmore / Fennell),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
3, 100-Concert Band, Cayuga ISD, TEA:, Cayuga, Chad Bentley / N/A, Acc:N/A,A,Varsity ,2012,70881,2,2,2,2,3,3,2,3, , Royal March (John Kinyon), Phantom Ship  (Del Borgo/ ), Cahokia  (Spears/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter
4, 100-Concert Band, Commerce High School, TEA:, Commerce, Monte Ashcraft,AAA,Varsity ,2012,70319,1,1,2,1,1,1,1,1,A, Zacatecas Mexican March (Codina/Glover), He's Gone Away  (Allen), Foundry  (Mackey),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
5, 100-Concert Band, Cooper HS, TEA:, Cooper, Jeremiah Hastings,AA,Varsity ,2012,69708,2,3,2,2,2,2,2,2, , On a Hymnsong of Philip Bliss  (Holsinger/ ), Tricycle (Boysen/ )," Sounds of Peace, March (Franz von Blon/Charles A. Wiley)",DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
6, 100-Concert Band, Cross Roads HS, TEA:, Malakoff, Kenn McSperitt,A,Varsity ,2012,69056,2,2,2,2,2,1,1,1,1, Cascadia Celebration  (Hodges/ ), Phantom Ship  (Del Borgo/ ), March of the Minutemen (Edmondson),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
7, 100-Concert Band, Edgewood High School, TEA:, Edgewood, Ken McLellan / Bennett Potter,AA,Varsity ,2012,69912,1,1,1,1,2,1,1,1,A, Thunderbridge March (Robert Geisler), Adrenaline Engines  (Standridge/ )," Moscow, 1941  (Balmages/ )",DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
8, 100-Concert Band, Eustace High School, TEA:, Eustace, Todd Felty / Jim Taylor,AA,Varsity ,2012,69226,2,2,2,2,2,2,1,2, , La Fiesta Brava (Edmondson), Foundry  (Mackey/ ), Blue Ridge Saga  (Swearingen/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
9, 100-Concert Band, Fruitvale HS, TEA:, Fruitvale, Crystal Heidle,A,Varsity ,2012,70897,4,3,3,3,3,3,3,3, , The Liberty Bell March (John Philip Sousa/ Mike Story), Amazing Grace  (Edmondson/ ), Fire Dance  (Akey/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
10, 100-Concert Band, Grand Saline High School, TEA:, Grand Saline, Kyle White / Cara Roby,AA,Varsity ,2012,70015,1,1,1,1,1,1,1,1,A," With Spirit, Pride, and Honor (Howeth)", West Highlands Sojourn (play two contrasting mvts) (Sheldon/), Adrenaline Engines (Standridge/),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
11, 100-Concert Band, Kaufman High School, TEA:, Kaufman, John Mize,AAA,Varsity ,2012,70871,1,1,1,1,1,1,1,1,A, Americans We (Henry Fillmore), Prelude and Fugue in Bb Major  (Bach/Moehlmann), In the Center Ring  (Sheldon/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
12, 100-Concert Band, Kaufman Junior High, TEA:, Kaufman, Josh Groth / Josh Nowlin,CC,Non-Varsity ,2012,70873,1,1,2,1,2,2,2,2,2, Conquista (David Shaffer), A Walk With McCarley  (Ragsdale/ ), Adrenaline Engines  (Standridge/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
13, 100-Concert Band, Kemp High School, TEA:, Kemp, James Polk,AAA,Varsity ,2012,70032,1,2,2,2,2,1,1,1,1, Fantasy on an Early American Marching Tune  (Sheldon), Spirit of an Eagle  (Clark), Newcastle March (Vinson),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
14, 100-Concert Band, Kemp HS, TEA:, Kemp," Marc Christy / Carrie Norwood, Jimmy Polk",AAA,Non-Varsity ,2012,70029,2,2,2,2,2,3,3,3, , Two British Folk Songs  (Anon. or Trad./Del Borgo), Fortis  (Gazlay/ ), Valley Forge March (Edmondson),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
15, 100-Concert Band, Lone Oak High School, TEA:, Lone Oak, Linda Holmes,AA,Non-Varsity ,2012,70902,1,2,2,2,1,1,1,1,2, St. Petersburg March (Johnnie Vinson), Russian Sailor's Dance  (Gliere/Williams), Two Minute Symphony  (Margolis/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
16, 100-Concert Band, Mabank High School, TEA:, Mabank," Jeff Dubose / Jeff Johnson, Aaron Williams, Rachel Scotchmer",AAA,Varsity ,2012,70387,1,1,1,1,1,1,1,1,A, Daughters of Texas (Sousa/Fennell), Tempered Steel  (Young/ ), Prelude to Act I (from La Traviata) (Verdi/Falcone),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
17, 100-Concert Band, Mabank High School, TEA:, Mabank," Jeff Johnson / Jeff DuBose, Aaron Williams, Rachel Scotchmer",AAA,Non-Varsity ,2012,70394,1,1,1,1,1,1,1,1,C, Peacemaker (Karl King), Kenya Contrasts  (Himes/ ), Adrenaline Engines  (Standridge/ ),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
18, 100-Concert Band, Malakoff High School, TEA:, Malakoff, Darrington E. White,AA,Varsity ,2012,69379,2,1,2,2,2,2,1,2, , The Cavalry  (Darrington E. White), Contempo  (Michael Story), Adrenaline Engines  (Randall Standridge),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
19, 100-Concert Band, North Forney High School, TEA:, Forney," Mack Wood / Michelle Ross, Jim Gist, and Laura Lewis",AAA,Varsity ,2012,69085,1,1,2,1,1,1,1,1,A, Molly On The Shore  (Grainger/Rogers/SMC)," Symphonic Metamorphosis (play at least two mvts) (March available for sale, other mvts are rental only) (Hindemith/Wilson)", In Storm and Sunshine (Heed/Bourgeois),DATE of EVENT 03/01/2012 ,Region: 3,1. Brandon Brewer,2. Kevin Heckaman,3. Steven Moore,1. Mike Lipe,2. J. B. Perry,3. Bob Vetter,
