,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Donna High School, TEA:, Donna, Adrian Robledo,AAAAA,Non-Varsity ,2012,73765,1,1,2,1,1,1,1,1,C, Spoon River  (Grainger/Sheldon/Bar/Bainum/GS(POP)), Shenandoah  (Ticheli/ ), GO  (Fillmore),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
1, 100-Concert Band, Donna High School, TEA:, Donna, Armando Robledo,AAAAA,Varsity ,2012,73816,1,1,1,1,2,1,2,2,1, Entry March of the Boyars (Halvorsen/Fennell), Capriccio Espagnol  (Rimsky-Korsakov/Winterbottom/Hindsley), Symphony in Bb for Band (play at least one mvt) (Hindemith/ ),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
2, 100-Concert Band, Donna High School, TEA:, Donna, Armando Robledo / Rebecca Frost,AAAAA,Sub Non-Varsity A,2012,73895,1,1,3,1,2,1,2,2,2, Flight of Eagles  (Del Borgo/ ), Highland Celebration  (Silva/ ), Prestissimo (K.L. King),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
3, 100-Concert Band, Edcouch-Elsa High School, TEA:, Edcouch, Jose Ayala,AAAA,Varsity ,2012,73815,2,2,3,2,1,1,1,1,1, Pepita Greus (Chovi), Two Irish Sketches (play all) (Black/ ), Shepherd's Hey  (Grainger/Rogers),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
4, 100-Concert Band, Gladys Porter High School, TEA:, Brownsville, Juan Sosa,AAAAA,Varsity ,2012,74587,2,1,1,1,1,1,1,1,B, Laredo Paso Doble (Clifton Williams), Festival at Baghdad (from Scheherazade) (pub separately) (Rimsky-Korsakov/Hindsley/Winterbottom/Patterson), First Suite in Eb for Military Band  (Holst/Matthews/Fennell),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
5, 100-Concert Band, Hanna High School, TEA:, Brownsville, Dennis Ewing,AAAAA,Varsity ,2012,71342,1,1,1,1,1,1,1,1,A, Commando March (Barber), A Dakota Rhapsody  (Camphouse/ ), Four Scottish Dances  (Arnold/Paynter),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
6, 100-Concert Band, Hanna High School, TEA:, Brownsville, Gaspar Garcia,AAAAA,Sub Non-Varsity ,2012,71344,1,1,1,1,1,1,1,1,C, Amparito Roca (Texidor), Salvation is Created  (Tschesnokoff/Houseknecht), Arabian Dances  (Balmages/ ),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
7, 100-Concert Band, Hanna High School, TEA:, Brownsville, Michael Kuntz,AAAAA,Non-Varsity ,2012,71343,1,1,1,1,1,1,1,1,C, Pietro's Return (Deiro/Daehn), Glaciers  (Director/ ), Jocuri Poporale Romanesti (Roumanian Folk Dances) (play all) (Bartok/Yo Goto),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
8, 100-Concert Band, Harlingen High School, TEA:, Harlingen, Marcos Telles,AAAAA,Sub Non-Varsity A,2012,71814,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), Rhosymedre  (Vaughan Williams/Beeler), Lincolnshire Posy (play two mvts) (Grainger/Fennell),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
9, 100-Concert Band, Harlingen High School, TEA:, Harlingen, Maria Coronado,AAAAA,Non-Varsity ,2012,71808,1,1,2,1,1,1,1,1,C, His Honor March (Fillmore/Foster), Elegy for a Young American  (LoPresti/ ), English Folk Song Suite Mvt 1 (Vaughn Williams),DATE of EVENT 04/03/2012 ,Region: 28,1. Steve Sanchez,2. Ruben Adame,3. Cindy Bullock,1. John Faraone,2. Roger Olivarez,3. Fran Badrack,
