,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Bellville Jr. High School, TEA:, Bellville, Roxanna Collier,CC,Varsity ,2006,24141,1,1,1,1,1,1,1,1, , Lexington March (Edmondson), The Steppes of Russia (Del Borgo), Song of Hope (Swearingen),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
1, 100-Concert Band, Bellville Junior High, TEA:, Bellville, Amanda Robison,CC,Non-Varsity ,2006,24625,1,1,1,1,2,2,1,2, , Fallbrook March (O'Rielly), Theme and Variations (Broege), Ming Court (Pitter),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
2, 100-Concert Band, Briscoe Jr. High, TEA:, Richmond, Bill Newman,CCC,Varsity ,2006,22163,1,1,1,1,1,1,1,1, , Von Grrrhart's 613th Regimental March (Holsinger), Blue Ridge Saga (Swearingen), Portrait of a Clown (Ticheli),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
3, 100-Concert Band, Briscoe Jr. High, TEA:, Richmond, Matthew Boozer,CCC,Non-Varsity ,2006,22171,1,1,1,1,1,1,1,1, , Highlander Regiment (Ployhar), Glen Canyon Overture (Edmondson), Sea Song Trilogy (McGinty),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
4, 100-Concert Band, George Junior High School, TEA:, Rosenberg, Regina Mabry,CCC,Non-Varsity A,2006,25237,2,3,2,2,2,3,2,2, , Mount Vernon March (Edmondson), Two Minute Symphony (Margolis), Liturgical Fanfare (Smith),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
5, 100-Concert Band, George Junior High, TEA:, Rosenberg, Reece Nagai,CCC,Varsity ,2006,24888,2,2,1,2,2,1,1,1, , Newcastle March (Vinson), Dolce and Dance (Fagan), Knights of Dunvegan (Meyer),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
6, 100-Concert Band, Lamar Junior High School, TEA:, Rosenberg, Kevin Cranston,CCC,Varsity ,2006,23496,1,1,1,1,1,1,1,1, , Henderson Field (King), Yorkshire Ballad (Barnes), Two British Folk Songs (Del Borgo (arr)),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
7, 100-Concert Band, Lamar Junior High, TEA:, Rosenberg, Dean Hurta,CCC,Non-Varsity ,2006,23524,2,2,2,2,2,1,1,1, , The Lone Eagle March (Edmondson), Theme and Variations (Broege), Canadian Sketches (Curnow),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
8, 100-Concert Band, Ralph E. Kirby Middle School, TEA:, Houston, Ed Washington,CCC,Varsity ,2006,24916,3,3,3,3,5,4,4,4, , Circus Maximus (Mike Leckrone), Balladair (Frank Erickson), Heatherwood Portrait (James Barnes),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
9, 100-Concert Band, Sealy Junior High, TEA:, Sealy, Russell,CC,Non-Varsity ,2006,24872,2,2,1,2,2,2,2,2, , Cedar Valley March (Hodges), Wildwind Overture (Kinyon), Sea Song Trilogy (McGinty),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
10, 100-Concert Band, Sealy Junior High, TEA:, Sealy, Russell Balusek,CC,Sub Non-Varsity ,2006,24921,2,1,2,2,3,3,2,3, , Lexington March (Edmonson), Nottingham Castle (Daehn), Ming Court (Pitter),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
11, 100-Concert Band, Stafford Middle School, TEA:, Stafford, Leigh Ann Moya,CC,Varsity ,2006,24833,1,1,1,1,3,3,3,3, , Yorktown March (Edmondson), Wildwind Overture (Kinyon), La Rejouissance (Handel/Williams),DATE of EVENT 04/06/2006 ,Region: 23,1. Dennis Eichler,2. Virginia Olsovsky,3. Tracy McElroy,1. Mike Cudd,2. Wayne McBride,3. Pat Paris
