,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Austin High School, TEA:, Sugar Land," Adrian Caswell / Dustin Winson, Brian Stevens",AAAAA,Non-Varsity ,2011,67706,2,2,3,2,1,1,1,1,2, Concord  (Grundman), A Solemn Prelude  (Barnes), Coast Guards March (King),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
1, 100-Concert Band, Austin High School, TEA:, Sugar Land," Dustin Winson / Brian Stevens, Adrian Caswell",AAAAA,Sub Non-Varsity ,2011,67711,2,3,2,2,3,2,2,2, , Rio Bravo Concert March (Edmondson), Prospect  (La Plante), Knights of Dunvegan  (Meyer),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
2, 100-Concert Band, Austin High School, TEA:, Sugar Land," Dustin Winson / Brian Stevens, Adrian Caswell",AAAAA,Varsity ,2011,67707,2,3,3,3,1,1,1,1,1, Second Suite in F for Military Band  (Holst/Matthews), Irish Tune (from County Derry and Shepherd's Hey)  (Grainger), March from Symphonic Metamorphosis (Hindemith/Wilson),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
3, 100-Concert Band, Clements High School, TEA:, Sugar Land, Daniel Galloway,AAAAA,Sub Non-Varsity ,2011,63413,1,1,2,1,1,1,1,1,C, Campbell River Sketches  (Williams), Butterfly's Ball  (Fraley), Valley Forge March (King),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
4, 100-Concert Band, Clements High School, TEA:, Sugar Land, Daniel Galloway,AAAAA,Varsity ,2011,63408,1,1,1,1,1,1,1,1,A,  Angels in the Architecture  (Tichelli), Celebration Overture  (Creston), Glory of the Yankee Navy (Sousa),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
5, 100-Concert Band, Clements High School, TEA:, Sugar Land, Jeff Johnson,AAAAA,Non-Varsity ,2011,65065,1,1,1,1,1,1,1,1,C, The Pride of the Wolverines (Sousa/Fennell), October  (Whitacre), Divertimento for Band  (Persichetti),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
6, 100-Concert Band, Clements High School, TEA:, Sugar Land, Sara Day,AAAAA,Sub Non-Varsity A,2011,65068,1,1,1,1,2,2,2,2,2, Havendance  (Holsinger), Butterfly's Ball  (Fraley), Valley Forge March (Karl King),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
7, 100-Concert Band, Dulles High School, TEA:, Sugar Land, Jim Drew/Lou Boldrighini/Joe Pruitt,AAAAA,Non-Varsity ,2011,65383,1,1,2,1,1,1,1,1,C, Invercargill (Lithgow/Custer), Walls of Zion  (Danner),  Choreography  (Sheldon),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
8, 100-Concert Band, Dulles High School, TEA:, Sugar Land, Joe Pruitt/Jim Drew/Lou Boldrighini,AAAAA,Varsity ,2011,65379,1,1,1,1,1,1,1,1,A," Hands Across the Sea (Sousa, arr.Brion/Shissel)", Fiesta Del Pacifico  (Nixon), Overture to Candide  (Bernstein/Grundman/Beeler),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
9, 100-Concert Band, Elkins High School, TEA:, Missouri City, Janet Allen,AAAAA,Non-Varsity ,2011,66254,3,2,3,3,1,2,2,2, , A Tribute to Grainger (play at least mvts 2 or 3) (Grainger/Ragsdale)," Simple Gifts, Four Shaker Songs (play at least three mvts) (Ticheli)", Washington Post March (Sousa/Frank Byrne),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
10, 100-Concert Band, Elkins High School, TEA:, Missouri City, Scott Estes,AAAAA,Varsity ,2011,65899,1,1,1,1,2,2,3,2,1, October (Shostakovich/Mitchell), Pineapple Poll (play at least two mvts) (Sullivan/Mackerras/Duthoit), Parade of the Wooden Soldiers (Gould/Patterson),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
11, 100-Concert Band, Hightower High School, TEA:, Missouri City, Robert Jackson / Eduardo Hernandez,AAAAA,Varsity ,2011,65925,2,1,2,2,3,2,2,2, , Amparito Roca Spanish March (), Fantasy on a Japanese Folk Song (Hazo), Molly On The Shore (Grainger/Rogers/SMC),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
12, 100-Concert Band, Hightower High School, TEA:, Missouri City," Robert Jackson / Eduardo Hernandez,Robert Jackson",AAAAA,Non-Varsity ,2011,65914,3,3,3,3,2,3,3,3, , Queen City March (W.H Boorn), The Willows of Winter  (Brooks), Abracadabra  (Ticheli),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
13, 100-Concert Band, Kempner High School, TEA:, Sugar Land, Emily Harrelson,AAAAA,Varsity ,2011,67332,1,1,2,1,1,2,2,2,1, Folk Dances (Shostakovich/Reynolds), Toccata Marziale (Vaughn Williams), Guardians of Peace (Hosay),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
14, 100-Concert Band, Kempner High School, TEA:, Sugar Land, Kenneth Brown,AAAAA,Non-Varsity ,2011,67341,3,3,1,3,1,2,1,1,2, Dona Nobis Pacem  (Sudduth), Blue Ridge Rhapsody  (Kinyon), Von Grrrhart's 613th Regimental March (Holsinger),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
15, 100-Concert Band, Travis High School, TEA:, Richmond, Brad Huneycutt / Nathan Carter,AAAAA,Non-Varsity ,2011,64628,1,2,2,2,1,1,1,1,2, Crown Imperial (Walton / Bocook), Sleep  (Whitacre), Choreography  (Sheldon),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
16, 100-Concert Band, Travis High School, TEA:, Richmond, Nathan Carter / Brad Huneycutt,AAAAA,Varsity ,2011,62825,1,1,1,1,1,1,1,1,A, March from Second Suite in F (Holst/Matthews), Grace Praeludium  (McBeth), Symphonic Songs for Band  (Bennett),DATE of EVENT 04/08/2011 ,Region: 13,1. Ross Boothman,2. Dick Clardy,3. Peter Warshaw,1. Todd Clearwater,2. Pat Patterson,3. Susan Scarborough
