,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Bay City Junior High School, TEA:, Bay City, Phelecia Neal,CC,Varsity ,2010,58315,1,1,1,1,2,2,2,2,2, Sunridge March (Hodges), Pinnacle (Grice),  Sparks  (Balmages),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
1, 100-Concert Band, Columbia JHS School, TEA:, West Columbia, Danielle Morphew / Chris Schramme,CC,Varsity ,2010,57996,1,2,2,2,2,2,3,2, , March Atlantis (Ken Harris), Gathering In The Glen  (Sweeney), Flight of Eagles  (Del Borgo),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
2, 100-Concert Band, Danbury Middle School, TEA:, Danbury, Linda Sheffield / Erika Anderson,C,Non-Varsity ,2010,59238,3,3,3,3,4,3,3,3, , Modal Song and Dance  (Del Borgo), Sakura  (Story), Infinity (James Curnow),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
3, 100-Concert Band, East Bernard Junior High School, TEA:, East Bernard, Brooke Schmidt / Chris Arrowood,C,Varsity ,2010,54892,1,2,1,1,1,1,1,1,C, St. Petersburg March (Vinson), Cascadia Celebration  (Hodges), Joy  (Ticheli),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
4, 100-Concert Band, East Bernard, TEA:, East Bernard, Chris Arrowood / Brooke Schmidt,C,Non-Varsity ,2010,56127,1,2,1,1,2,1,2,2,2, Guardians Of Liberty (Paul Murtha), Dance Celebration  (Smith), Crusade  (Gassi),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
5, 100-Concert Band, El Campo Middle School, TEA:, El Campo," Michael Power / David Rice, Mark Vangorp",CC,Varsity ,2010,56413,3,4,3,3,5,4,4,4, , Highlander Regiment (James Ployhar), Maesong  (Owens), Kenya Contrasts  (Himes),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
6, 100-Concert Band, Ganado Junior High, TEA:, Ganado, Patrick Flaniken,C,Non-Varsity ,2010,58398,2,2,2,2,1,2,2,2, , Greenway March (Ralph and Jack Hale), Chester  (Billings/Tolmage/Osterling), Ming Court  (Pitter),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
7, 100-Concert Band, Ganado Junior High, TEA:, Ganado, Patrick Flaniken,C,Varsity ,2010,58396,2,2,2,2,2,2,2,2, , Liberty March (Edmondson), Australian Folk Fantasy  (Williams), Voodoo Dance  (del Borgo),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
8, 100-Concert Band, Herman Middle School, TEA:, Van Vleck, Julie Amos,C,Varsity ,2010,56031,1,1,1,1,1,1,1,1,C, Forward March! (Murtha), Courtland County Festival (Owens), Two British Folk Songs (Del Borgo),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
9, 100-Concert Band, Iago Junior High School, TEA:, Boling, Fred Drennan,C,Varsity ,2010,58046,1,1,2,1,1,2,2,2,2, Valley Forge March (John Edmondson), Fantasy On An Irish Air  (Saucedo), Phantom Ship  (Del Borgo),DATE of EVENT 04/15/2010 ,Region: 13,1. Tom Knoflicek,2. Mike Olson,3. Jeff Stone,1. Dennis Beaver,2. Doug Hamelwright,3. Kevin Heckaman
