,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Aubrey High School, TEA:, Aubrey, Jason Noyes / Joon Choe,AAAA,Non-Varsity ,2021,166561,1,1,1,1,1,1,1,1,C, Nottingham March (Williams), Two British Folk Songs  (Del Borgo), Contempo  (Story),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
1, 100-Concert Band, Aubrey High School, TEA:, Aubrey, Jason Noyes / Joon Choe,AAAA,Varsity ,2021,166560,1,1,1,1,1,1,1,1,A, Army of the Nile (Alford), Shenandoah  (Ticheli), Arabian Dances  (Balmages),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
2, 100-Concert Band, Aubrey Middle School, TEA:, Aubrey," Chris Davis / Joon Choe, Greg Moose",CC,Varsity ,2021,164270,1,1,1,1,1,1,1,1,C, Captain Dane (Owens), Atlantis  (McGinty), The Tears of Arizona  (Balmages),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
3, 100-Concert Band, Aubrey Middle School, TEA:, Aubrey, Greg Moose / Chris Davis and Joon Choe,CC,Non-Varsity ,2021,164272,1,1,1,1,1,2,1,1,D, Dance Celebration  (Smith), Courtlandt County Festival  (Owens), Nottingham March (Williams),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
4, 100-Concert Band, Boyd High School, TEA:, Boyd, justin oge / Andrew Weliver, Acc:N/A,AAA,Varsity ,2021,163889,2,1,2,2,1,1,1,1,1, Kenya Contrasts (Himes), Ghost Ship (Story), Mister Joe (Clark),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry
5, 100-Concert Band, Boyd Middle School, TEA:, Boyd, Andrew Weliver / Justin Oge,C,Non-Varsity ,2021,163900,2,2,2,2,2,2,1,2, , Wedgwood March (William Owens), Atlantis (Anne McGinty), Uskudar (Robert W. Smith & Michael Story),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
6, 100-Concert Band, Callisburg Middle School, TEA:, Callisburg, David Ray Conger / Odis Bonner, Acc:No,C,Non-Varsity ,2021,162366,1,1,1,1,1,1,1,1,D, Omega March (Edmondson), Dance Celebration  (Smith), Zig Zag  (O'Loughlin),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry
7, 100-Concert Band, Gainesville ISD, TEA:, Gainesville," Jeff Hodges / Karli Spangler, John Ewart",CC,Varsity ,2021,163483,2,2,2,2,1,1,1,1,2, Excelsior (William Owens), Mystery Ride  (White), Pinnacle  (Grice),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
8, 100-Concert Band, Gainesville ISD, TEA:, Gainesville," Karli Spangler / Jeff Hodges, John Ewart",CC,Non-Varsity C,2021,163754,3,3,3,3,2,2,2,2, , Mount Vernon March (Edmundson), Maesong (Owens/), Dance Celebration (Smith/),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
9, 100-Concert Band, Gainesville ISD, TEA:, Gainesville," Russ Rutherford / Jeff Hodges, Karli Spangler, John Ewart",AAAA,Varsity ,2021,163712,1,1,2,1,1,1,1,1,A, The Footlifter (Fillmore/Balent), Homeward Bound (Keen/Althouse/Karrick), Accolade (Himes/),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
10, 100-Concert Band, Krum Middle School, TEA:, Krum," Ryan Farris / Justin Miller, Brandon Huff, Carol Turner, Paul Ailey",CC,Non-Varsity ,2021,163825,1,1,1,1,2,2,1,2,2, Elizabethan Dance  (Williams), Dorian Chant  (Calhoun), Forward March (Murtha),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
11, 100-Concert Band, PARADISE HIGH SCHOOL, TEA:, Paradise, William Altz / Dwight Hardin,AAA,Varsity ,2021,164332,2,1,2,2,1,1,1,1,1," Thunder Bay March (O""Reilly)", Courtlandt County Festival  (Owens), Two British Folk Songs  (Del Borgo),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
12, 100-Concert Band, Ponder High School, TEA:, Ponder, Kurt Shafer / Dakota Reynolds,AAA,Varsity ,2021,163087,1,2,1,1,1,1,1,1,A, El Zorro Rojo (Standridge), Songs Of The Whalemen  (Del Borgo), Hypnotic Fireflies  (Balmages),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
13, 100-Concert Band, Sanger High School, TEA:, Sanger, Mike Sheffield / Patrick Cox,AAAA,Varsity ,2021,163060,1,1,1,1,1,1,1,1,B, Pas Redouble (Saint-Saens), Lux Aurumque (Whitacre/), Oracle (Rath),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
14, 100-Concert Band, Sanger High School, TEA:, Sanger," Mike Sheffield / Patrick Cox, Sydney Cooper, Jessica Boren, Marco Nava",AAAA,Non-Varsity A,2021,163059,1,1,1,1,1,1,1,1,C, The Alamo March (), Air for Band (Erickson/), Sparks (Balmages/),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
15, 100-Concert Band, Valley View Middle School, TEA:, Valley View, Shannon Worley / Phil Carpenter,C,Non-Varsity ,2021,164123,1,1,1,1,1,1,1,1,D, March For Freedom (James Swearingen), The Oncoming Storm (Mekel Rogers), Corps of Discovery (William Owens),DATE of EVENT 04/16/2021 ,Region: 2,1. Bill Centera,2. Doug Fulwood,3. Eric Mullins,1. Rob Toups,2. Tim Fulton,3. David Landry,
