,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Harlandale High School, TEA:, San Antonio, Tisha Bonilla / Josue Solalinde,AAAAA,Sub Non-Varsity ,2020,151058, , , , , , , , , , Improvement (Bennett/Clark)," Moscow, 1941 (Balmages)", Journey of the Bonfire (Owens),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
1, 100-Concert Band, Legacy HS (Southwest ISD), TEA:, Von Ormy," Diane Huseman / Amanda Balarin, Martin Barrera",AAAAA,Sub Non-Varsity ,2020,159525, , , , , , , , , , Mystic Island (Osterling), Courtlandt County Festival (15820)  (Owens), Fireball! (19604)  (Beck),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
2, 100-Concert Band, McCollum High School (Harlandale ISD), TEA:, San Antonio," Gilbert Borrego / Daniel Keller - Director of Concert Band, John Perez",AAAAA,Sub Non-Varsity ,2020,159574, , , , , , , , , , Lexington March (John Edmonson), Spirit of an Eagle (Clark), Majestica (Gazlay),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
3, 100-Concert Band, McCollum High School (Harlandale ISD), TEA:, San Antonio," Gilbert Borrego / John Perez - Director of Symphonic Band, Daniel Keller",AAAAA,Non-Varsity ,2020,159575, , , , , , , , , , Spania (David Shaffer)," Moscow, 1941 (Balmages)", La Madre de los Gatos (Beck),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
4, 100-Concert Band, Medina Valley HS, TEA:, Castroville, Carlos Jimenez,AAAAA,Non-Varsity ,2020,156624, , , , , , , , , , Streets of Madrid (John Moss), Two British Folk Songs (101)  (Del Borgo), Blue Mountain Saga (92)  (Bulla),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
5, 100-Concert Band, Southside High School, TEA:, San Antonio, Michael Misko / Solomon Ruppa,AAAAA,Non-Varsity ,2020,155715, , , , , , , , , , Darklands March (Standridge), Fireball! (19604)  (Beck), Highland Legend (672)  (Moss),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
6, 100-Concert Band, Southwest High School, TEA:, San Antonio," Gabriel Perez / Natalie Ball, Patrick Aguirre", Acc:na,AAAAA,Sub Non-Varsity A,2020,158077, , , , , , , , , , Eclipse Galop (King Arr. Glover), Scenes from the American West (21581) (play at least 2 mvts.) (Wilds), Armenian Rhapsody (20761)  (Vinson),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai
7, 100-Concert Band, Southwest High School, TEA:, San Antonio," Patrick Aguirre / Natalie Ball, Gabriel Perez", Acc:na,AAAAA,Non-Varsity A,2020,158069, , , , , , , , , , Tahoka Galop (William Owens), Benediction (John Stevens), Viva! (Jack Wilds),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai
8, 100-Concert Band, Southwest Legacy High School, TEA:, Von Ormy," Martin Barrera / Amanda Balarin, Diane Huseman",AAAAA,Non-Varsity ,2020,159394, , , , , , , , , , Normandy Beach  (John Edmondson), Salvation is Created (294)  (Tschesnokoff/Houseknecht), Armenian Rhapsody (20761)  (Vinson),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
9, 100-Concert Band, Veterans Memorial HS, TEA:, SAN ANTONIO, Adam Apolinar / Jeremiah Brunney,AAAAA,Non-Varsity ,2020,153802, , , , , , , , , , South Hill March (Michael Vertoske), Sparks (Brian Balmages), Steel (Randall Standridge),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
10, 100-Concert Band, Wagner (Judson ISD), TEA:, San Antonio Texas, Frank Foster / Steven Rosario and Jermey Chapman,AAAAA,Sub Non-Varsity ,2020,152952, , , , , , , , , ,  The Gold Medallion (John Edmondson), Australian Folk Fantasy (169)  (Williams), Bazaar (Standridge),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
11, 100-Concert Band, Wagner (Judson ISD), TEA:, San Antonio, Steven Rosario,AAAAA,Non-Varsity ,2020,152971, , , , , , , , , , Greensleeves (Traditional/arr. Alfred Reed), Ghost Fleet (Robert Sheldon), Aces of the Air (Karl King/arr. Swearingen),DATE of EVENT 03/31/2020 ,Region: 11,1. Alfonso Alvarado,2. Rudy Barrera,3. Ed Stein,1. Eric Donalson,2. Cindy Houston,3. Edward Pagluai,
