,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Alpine HS-MS, TEA:, Alpine," Chuck Wilson / Marina Azar, Daniela Meza",AAA,Var-Composite ,2019,142304,2,2,1,2,1,1,1,1,2, Darklands March (Standridge), Pevensey Castle (Sheldon), Hypnotic Fireflies  (Balmages),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
1, 100-Concert Band, Andrews HS, TEA:, Andrews," Darin K. Johns / TeAda Hair, Bethany Lasley, Travis Peters",AAAA,Varsity ,2019,142472,1,1,1,1,1,1,1,1,A, Bunker Hill March (King/Swearingen), In Paths of Truth and Grace  (Traditional/Standridge), Imaginarium  (Standridge),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
2, 100-Concert Band, Andrews HS, TEA:, Andrews," TeAda Hair / Darin K. Johns, Bethany Lasley, Travis Peters",AAAA,Non-Varsity ,2019,143375,1,1,1,1,1,1,1,1,C, New Forest March (Vinson), Song of Hope  (Swearingen), Sunchaser  (Chambers),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
3, 100-Concert Band, Andrews Middle School, TEA:, Andrews," Travis Peters / Darin Johns, Teada Hair, Bethany Lasley",CC,Varsity ,2019,143378,1,2,1,1,2,1,1,1,C, Conquista (David Shaffer), As Twilight Falls (Robert Sheldon), Shadow of the Longship (Eric Rath),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
4, 100-Concert Band, Big Spring HS, TEA:, Big Spring, R. D. Harris,AAAA,Varsity ,2019,141413,1,1,1,1,1,1,1,1,A, The Conqueror (Teike/Van Ragsdale)," Fantasy on ""In Dulci Jubilo"" (Grantham)", Lightning Field  (Mackey),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
5, 100-Concert Band, Big Spring JH, TEA:, Big Spring, R. D. Harris,CC,Varsity ,2019,141476,1,1,1,1,1,1,1,1,C, Una Cancion para Orfalinda (Musella)," Jeannette, Isabella  (Ryden)", Fireball!  (Beck),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
6, 100-Concert Band, Coahoma HS, TEA:, Coahoma, John Landin / Kira Landin,AAA,Varsity ,2019,141539,1,1,1,1,1,2,1,1,A, Torch of Liberty (Karl L. King/James Swearingen ), Danza de Espana  (Chambers), Tanchozuru  (Standridge),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
7, 100-Concert Band, Forsan HS, TEA:, Forsan, Jim Rhodes / Chans Moellendorf,AA,Varsity ,2019,142192,1,1,1,1,1,1,1,1,A, The Red Cape (James Meredith), Japanese Pictures  (Mixon), Two British Folk Songs (Del Borgo),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
8, 100-Concert Band, Fort Stockton HS, TEA:, Fort Stockton," Jay Derington / Lindsey Kilgore, Sara Jewell, Johanna Balboa",AAAA,Varsity ,2019,143398,1,1,1,1,1,1,2,1,A, La Banda Nascente (Braccia/Fennell), Brave Spirit  (Standridge), Blue Ridge Saga  (Swearingen),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
9, 100-Concert Band, Lee Freshman, TEA:, Midland, Alan Miller,AAAAAA,Sub Non-Varsity ,2019,146030,1,1,1,1,1,1,1,1,C, English Folk Song Suite (play one mvt) (Vaughan Williams), Lullaby in the Mirror  (Saucedo), Amparito Roca (Texidor/Fagan),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
10, 100-Concert Band, McCamey HS, TEA:, Mc Camey, German Torres / Shawna Torres,AA,Var-Composite ,2019,143393,1,2,1,1,2,1,1,1,A, March of the Grand High Poobah (David Holsinger), Brave Spirit  (Standridge), Black Forest Overture  (Sweeney),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
11, 100-Concert Band, Midland Lee HS, TEA:, Midland, Steven Dojahn,AAAAAA,Non-Varsity ,2019,146004,1,1,1,1,1,2,1,1,C, La Madre de los Gatos  (Beck), A Longford Legend (play one mvt) Mvt 3 (Sheldon), Eclipse Galop (King),DATE of EVENT 03/05/2019 ,Region: 6,1. HAROLD BUFE,2. DAVID EAKINS,3. MATT KNIGHT,1. CLIFF FRANKLIN,2. PAUL FULLERTON,3. BOB ANDERSON
